시간,일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),지면온도(°C),시정(10m),전력거래량
15,0.1,0.88,8,7,36.6,1124,2.137635
16,0.1,0.78,10,6,33,1266,1.068118
17,0,0.28,10,5,30.1,986,0.319194
18,0,0.09,10,7,26.5,842,0.043098
19,0,0.01,10,4,25.9,592,0
20,0,0,10,6,25.5,619,0
21,0,0,10,7,25.2,433,0
22,0,0,8,8,25,378,0
23,0,0,10,4,24.7,366,0
0,0,0,4,0,23.7,418,0
1,0,0,7,2,23.4,453,0
2,0,0,2,1,22.7,366,0
3,0,0,3,0,22.5,411,0
4,0,0,5,5,22,405,0
5,0,0,8,8,22.2,374,0
6,0,0,9,9,22.8,454,0.086515
7,0,0.06,9,9,23.7,414,0.877066
8,0.3,0.46,8,4,25.2,429,3.093585
9,1,1.44,8,2,29.1,725,5.242807
10,1,2.04,6,0,31.4,1599,7.625378
11,1,2.66,7,2,37.5,930,8.645915
12,1,3,3,1,43.7,1580,8.893519
13,1,3.07,2,1,47.4,1688,8.719363
14,1,3.03,2,1,50.3,1768,7.133316
15,1,2.55,4,2,48.2,1704,7.137148
16,1,2.18,2,1,45.7,1872,5.080846
17,1,1.65,2,1,36.5,1972,2.379782
18,0.8,0.76,6,1,31.5,1575,0.609349
19,0.6,0.25,2,2,27.8,1456,0.00332
20,0,0.01,4,1,26.2,1218,0
21,0,0,8,1,26.2,899,0
22,0,0,8,3,25.7,1242,0
23,0,0,10,8,25.3,1615,0
0,0,0,9,9,25.2,1738,0
1,0,0,9,9,24.9,1228,0
2,0,0,8,7,24.2,1206,0
3,0,0,9,9,24.4,1081,0
4,0,0,4,4,23.3,978,0
5,0,0,4,0,22.3,1137,0
6,0,0,3,0,21.3,1271,0.355557
7,0.5,0.21,7,2,23.3,1283,1.406221
8,0.6,0.63,6,3,25.5,1297,3.631252
9,1,1.42,5,1,27.9,1841,6.015463
10,1,2.22,7,1,35.2,1711,7.571829
11,1,2.72,7,3,42.9,2000,7.807861
12,1,2.56,6,2,42.6,1790,8.773094
13,1,3.22,4,1,52,1973,9.29565
14,1,3.12,4,2,53.8,1938,8.586666
15,1,2.73,7,3,50,2000,6.796039
16,1,2.34,6,2,48.7,1972,4.223534
17,1,1.54,4,2,36.2,1995,2.679491
18,1,0.85,2,2,32.2,1932,0.640402
19,0.9,0.28,0,0,27.3,1988,0.010038
20,0,0,3,0,25.1,1989,0
21,0,0,0,0,24.3,1954,0
22,0,0,3,0,23.5,2000,0
23,0,0,5,0,22.7,2000,0
0,0,0,3,0,22.2,2000,0
1,0,0,6,0,21.2,2000,0
2,0,0,3,0,20.5,2000,0
3,0,0,8,0,20.9,2000,0
4,0,0,7,0,20.9,2000,0
5,0,0,8,0,20.9,2000,0
6,0,0,8,0,21.3,2000,0.076409
7,0,0.06,9,0,22.5,2000,0.371446
8,0,0.14,9,0,23.3,2000,0.723899
9,0,0.25,9,0,24.3,2000,1.10524
10,0,0.4,9,3,26.4,1925,1.785676
11,0,0.59,9,4,28.6,1979,3.030118
12,0,1.02,9,2,33.6,1806,3.202019
13,0,0.92,9,4,32,1618,2.848854
14,0,0.88,9,6,33.4,1824,4.011641
15,0.4,1.41,9,4,39.3,1704,3.952489
16,0.3,0.69,8,8,33.2,1959,4.081707
17,0.4,0.72,7,7,30.7,2000,2.411485
18,1,0.9,1,1,28.3,2000,0.601505
19,0.9,0.27,0,0,24.4,2000,0.003606
20,0,0,3,1,22.9,2000,0
21,0,0,0,0,22.2,2000,0
22,0,0,3,0,21.8,2000,0
23,0,0,3,0,21.2,2000,0
0,0,0,0,0,20.6,2000,0
1,0,0,3,0,20,2000,0
2,0,0,1,0,19.8,2000,0
3,0,0,0,0,19.6,2000,0
4,0,0,0,0,19.1,1944,0
5,0,0,0,0,19,1907,0
6,0,0,6,6,19.1,1711,0.202117
7,0.1,0.1,3,3,20.3,1602,1.543101
8,1,0.66,4,4,22.6,1318,3.443026
9,0.8,1.07,6,6,28.8,1507,5.346867
10,0.9,1.94,7,7,36.4,1694,7.065025
11,0.4,1.19,7,7,37.3,1891,6.747676
12,1,2.4,7,7,45.5,1934,4.785795
13,0.2,0.94,8,8,33.1,2000,5.750228
14,0.7,2.03,7,7,41.2,1962,5.248116
15,1,2.71,6,6,51.9,1990,4.119353
16,1,2.11,5,5,44.1,2000,4.4895
17,1,1.6,4,4,36.8,2000,2.263332
18,1,0.85,2,2,31.1,2000,0.770411
19,0.8,0.25,1,0,26.7,2000,0.007646
20,0,0,2,0,24.5,2000,0
21,0,0,0,0,23.4,2000,0
22,0,0,4,0,22.7,2000,0
23,0,0,3,0,22,2000,0
0,0,0,0,0,21.6,2000,0
1,0,0,3,3,21.4,1997,0
2,0,0,1,1,21.2,1814,0
3,0,0,8,8,21.8,1633,0
4,0,0,6,6,21.6,1531,0
5,0,0,2,2,20.6,1769,0
6,0,0,0,0,20.3,1369,0.226675
7,0,0.14,2,2,21.4,1363,1.150822
8,0.8,0.69,7,7,24.7,1450,2.395486
9,0.8,0.93,7,7,28.2,1030,5.368628
10,0.9,1.57,7,7,34.3,1151,5.785771
11,0.5,1.4,8,6,38.5,1367,6.851409
12,0.9,1.96,8,3,38.9,1729,8.65807
13,1,2.49,3,3,49.5,1883,8.555279
14,1,2.9,3,3,54.9,1968,6.615918
15,1,2.46,4,4,49.5,1949,4.862784
16,1,2.11,6,5,44.4,1933,3.539402
17,0.9,1.12,7,3,38.1,2000,2.050618
18,0.4,0.56,6,3,32.2,2000,0.202734
19,0,0.07,10,4,29.1,1881,0
20,0,0,10,1,27.3,1681,0
21,0,0,9,0,26.3,1714,0
22,0,0,10,9,25.4,1760,0
23,0,0,10,9,24.9,1877,0
0,0,0,9,4,24.8,1811,0
1,0,0,10,0,24.6,1788,0
2,0,0,10,7,23.9,1054,0
3,0,0,10,5,23.5,960,0
4,0,0,10,6,23.6,996,0
5,0,0,10,8,22.9,149,0
6,0,0,10,7,22.6,849,0.02094
7,0,0.01,10,6,23,469,0.410965
8,0,0.09,10,7,23.7,499,1.552736
9,0.1,0.57,8,1,25.8,1012,3.969039
10,0.4,1.13,8,1,27.9,1862,4.554488
11,0.1,1.12,9,2,27.8,2000,6.191256
12,0.6,1.77,8,2,31.9,1849,6.303723
13,0.8,1.85,8,1,31.2,1989,5.761588
14,0.3,1.53,9,2,31.4,1977,4.924423
15,0.4,1.5,8,3,31.4,1954,5.372516
16,0.3,1.24,7,2,32.7,2000,4.242346
17,1,1.38,7,6,31,2000,2.231463
18,1,0.83,5,4,28.7,1970,0.505429
19,0.6,0.2,3,0,26.5,2000,0
20,0,0,3,3,25.7,1773,0
21,0,0,7,7,24.9,1704,0
22,0,0,7,7,24.8,1614,0
23,0,0,8,8,24.4,1601,0
0,0,0,9,1,24,1628,0
1,0,0,7,1,23.7,1607,0
2,0,0,10,6,23.9,1406,0
3,0,0,9,0,23.8,1306,0
4,0,0,9,9,23.6,1417,0
5,0,0,8,8,23.6,1464,0
6,0,0,9,4,23.5,1639,0.120095
7,0,0.08,9,9,23.9,1535,0.98109
8,0.1,0.41,3,3,24.9,1569,2.336128
9,0.9,1.07,8,8,27.5,1561,3.428136
10,0.8,1.35,8,4,28.4,1647,3.978538
11,1,1.73,7,7,30.5,1416,4.817822
12,0.6,1.49,9,9,30,1286,6.877376
13,0,0.67,8,8,27.9,1270,7.236612
14,0,0,3,3,35.7,2000,8.338321
15,0,0,2,2,36.3,2000,6.355794
16,0,0,3,2,34.6,2000,4.357676
17,0,0,2,2,31.3,1410,2.23389
18,0,0,2,2,27.6,1520,0.539867
19,0,0,0,0,25.2,2000,0
20,0,0,0,0,23.7,1731,0
21,0,0,3,3,23.3,1513,0
22,0,0,1,1,23.3,1408,0
23,0,0,3,3,23.4,1260,0
0,0,0,5,5,23.1,1132,0
1,0,0,0,0,22.8,1073,0
2,0,0,6,6,23.2,813,0
3,0,0,5,5,22.8,788,0
4,0,0,4,4,22.9,694,0
5,0,0,8,8,22.9,635,0
6,0,0,9,3,23.2,582,0.078437
7,0,0.1,7,3,23.6,570,0.69705
8,0,0.29,8,5,24.6,619,1.670942
9,0.6,0.77,9,8,26,860,2.826814
10,0,0.78,10,8,27,1001,1.545984
11,0,0.16,10,8,20.4,130,0.444895
12,0,0.14,10,8,21.2,240,1.382208
13,0,0.696666667,10,8,26.6,1270,3.389396
14,0.3,1.253333333,8,1,29.3,831,5.60139
15,1,1.81,6,0,32.6,1309,6.3497
16,1,1.94,2,1,32.8,1087,4.312423
17,1,1.5,2,1,29.6,1416,1.884021
18,1,0.67,3,3,25.2,1334,0.26196
19,0,0.06,9,8,23.5,1352,0.006436
20,0,0.01,3,2,22.1,1543,0
21,0,0,1,1,22,1391,0
22,0,0,5,5,21.5,2000,0
23,0,0,2,2,21.3,2000,0
0,0,0,2,2,20.4,2000,0
1,0,0,2,0,19.8,2000,0
2,0,0,3,0,19.4,1992,0
3,0,0,3,3,19.3,1924,0
4,0,0,6,6,19.5,1837,0
5,0,0,3,3,19,1562,0
6,0,0,8,8,20.1,1524,0.17484
7,0.2,0.08,5,5,20.4,1600,1.162723
8,1,0.79,4,4,21,1729,3.471352
9,1,1.51,7,7,23.9,1881,5.625881
10,0.9,1.59,3,3,27,1961,7.325571
11,1,2.55,3,3,31.2,2000,7.773811
12,1,2.62,4,4,30.9,2000,8.198791
13,1,2.25,4,4,33.6,1987,6.565895
14,0.7,1.92,8,6,31.6,2000,5.76349
15,1,2.61,7,7,32,2000,4.499496
16,0.8,1.45,8,8,28.9,2000,1.990499
17,0,0.22,9,9,24.7,2000,1.164854
18,0,0.11,8,8,24,2000,0.19427
19,0.2,0.14,4,4,22.7,2000,0.00312
20,0,0,1,1,21.6,2000,0
21,0,0,1,1,21,2000,0
22,0,0,3,0,20.6,2000,0
23,0,0,6,3,20.3,2000,0
0,0,0,4,4,20,2000,0
1,0,0,0,0,19.5,2000,0
2,0,0,1,0,18.9,2000,0
3,0,0,0,0,18.6,2000,0
4,0,0,0,0,18.4,2000,0
5,0,0,1,1,18.2,2000,0
6,0,0,1,1,18.3,2000,0.199361
7,0.5,0.16,1,1,18.9,2000,1.551756
8,1,0.73,1,1,20.4,1767,3.907215
9,1,1.49,1,1,23.3,1762,6.219358
10,1,1.9,5,5,26.6,1788,6.371795
11,0.9,2.03,6,6,28.8,1983,5.79561
12,1,2.48,6,6,32.3,1994,7.594776
13,1,2.66,4,4,33.8,1978,6.614529
14,1,2.72,4,4,36.9,1983,7.607545
15,1,2.4,3,3,36,2000,6.493273
16,1,1.97,3,2,34.4,1999,4.831173
17,1,1.5,4,2,30.9,1997,2.338806
18,1,0.81,6,3,26.9,2000,0.458644
19,0.7,0.22,2,0,24.2,2000,0.002406
20,0,0,4,0,22.8,2000,0
21,0,0,1,0,22,2000,0
22,0,0,0,0,21.4,2000,0
23,0,0,0,0,20.6,2000,0
0,0,0,0,0,20.1,1989,0
1,0,0,0,0,19.8,2000,0
2,0,0,0,0,19.5,1914,0
3,0,0,1,0,19.2,1663,0
4,0,0,0,0,19.2,1723,0
5,0,0,0,0,19,1822,0
6,0,0,0,0,18.9,1476,0.17256
7,0.4,0.16,1,0,19.4,1569,1.515546
8,1,0.73,7,0,21,1428,3.641189
9,1,1.22,7,0,23.6,1761,5.951513
10,1,1.95,5,1,27.5,1267,7.139302
11,1,2.34,8,2,30.8,1866,6.94149
12,1,2.1,9,3,33.2,1828,5.412671
13,0.7,1.89,10,3,32.1,1981,3.307725
14,0,1.13,10,2,30.8,2000,3.56677
15,0,1.09,9,4,29.7,1967,3.508093
16,0.7,1.36,8,2,31.2,2000,3.551797
17,0.1,0.77,7,2,27.7,2000,1.566412
18,0,0.33,8,2,26.1,2000,0.359046
19,0,0.1,9,4,24.6,2000,0
20,0,0,9,0,23.2,2000,0
21,0,0,8,8,22.6,2000,0
22,0,0,8,8,21.8,2000,0
23,0,0,8,5,21.5,2000,0
0,0,0,7,2,20.7,2000,0
1,0,0,5,0,20.3,2000,0
2,0,0,6,0,19.9,1995,0
3,0,0,6,6,19.7,1940,0
4,0,0,8,0,19.7,1938,0
5,0,0,7,0,19.3,1908,0
6,0,0,6,0,19,1961,0.160419
7,0.1,0.1,7,0,19.6,1798,1.264654
8,1,0.59,8,0,21.4,1888,3.776085
9,0.9,1.39,3,0,23.2,1769,6.340125
10,1,2.07,5,0,27,1889,7.494828
11,1,2.57,8,1,32.6,1936,8.084937
12,0.9,1.95,4,2,30.1,1979,8.355712
13,1,2.48,8,1,35,1974,6.925399
14,0.8,2.01,8,1,35.7,1936,5.473062
15,0.7,1.84,9,1,33.4,2000,2.973802
16,0,0.83,10,2,29.9,1944,1.873721
17,0,0.56,10,2,28.4,2000,1.302908
18,0,0.39,9,0,26.5,2000,0.183788
19,0,0.07,8,6,24.6,2000,0
20,0,0,10,7,23.6,2000,0
21,0,0,8,8,22.9,2000,0
22,0,0,9,9,22.5,2000,0
23,0,0,10,9,21.9,2000,0
0,0,0,4,0,21.7,2000,0
1,0,0,10,3,21.9,2000,0
2,0,0,10,10,21.9,1994,0
3,0,0,9,9,21.9,2000,0
4,0,0,10,10,21.9,1964,0
5,0,0,10,10,21.9,1898,0
6,0,0,10,8,21.7,1882,0.019842
7,0,0.03,10,10,21.9,1982,0.609877
8,0,0.18,10,2,22.8,1864,1.421896
9,0,0.51,9,5,24.9,1976,2.650541
10,0,0.99,9,7,26.9,1972,3.702088
11,0,0.98,9,7,27.9,1894,5.056398
12,0.8,1.94,9,2,32.4,1874,6.345667
13,0.7,1.96,10,2,33.7,2000,5.246304
14,0.2,1.59,9,1,33.3,1687,5.560044
15,0.9,1.84,9,2,35.3,1982,2.830489
16,0.3,0.98,9,8,30.9,1971,1.660734
17,0,0.48,10,8,28.5,2000,0.288939
18,0,0.1,10,7,26.3,2000,0.013486
19,0,0.02,10,7,25.2,2000,0
20,0,0,9,5,23.6,1978,0
21,0,0,8,8,23,2000,0
22,0,0,9,4,22.5,2000,0
23,0,0,8,1,22.1,2000,0
0,0,0,4,4,21.8,2000,0
1,0,0,9,4,22.1,2000,0
2,0,0,10,6,22.2,2000,0
3,0,0,10,3,22.2,2000,0
4,0,0,9,9,22.1,2000,0
5,0,0,9,9,22,2000,0
6,0,0,10,5,22,2000,0.000926
7,0,0.01,10,7,22,1722,0.135548
8,0,0.08,10,7,22.2,877,0.599461
9,0,0.23,10,7,23.2,1441,1.382921
10,0,0.64,10,7,26.1,2000,1.304809
11,0,0.46,10,8,23.7,480,1.135188
12,0,0.36,10,8,23.5,794,2.075503
13,0,0.39,10,7,24.9,1923,2.093206
14,0,0.64,10,6,25.3,2000,1.516922
15,0,0.25,10,8,25.3,893,2.076711
16,0.5,1.57,9,3,30.5,2000,1.913455
17,0.5,0.81,9,7,27,2000,0.313382
18,0.1,0.22,10,7,25.3,2000,0.04656
19,0,0.02,10,7,24,310,0
20,0,0,9,4,23.7,1566,0
21,0,0,6,2,23.3,1258,0
22,0,0,7,6,23.4,1207,0
23,0,0,9,2,23.1,1338,0
0,0,0,8,1,23.1,1209,0
1,0,0,8,2,23.1,1378,0
2,0,0,7,1,22.9,1906,0
3,0,0,8,8,22.8,2000,0
4,0,0,9,2,22.8,2000,0
5,0,0,10,3,22.9,2000,0
6,0,0,10,7,22.8,2000,0.03002
7,0,0.01,10,8,22.9,2000,0.390954
8,0,0.25,10,5,24.4,1673,1.717593
9,0.3,0.68,8,4,26.2,1908,5.05609
10,0.8,1.53,8,3,28,1867,3.015032
11,0.2,0.97,10,4,28.4,1843,3.845709
12,0,1.15,10,3,30.9,1962,2.187811
13,0.2,0.9,10,7,28.3,1903,0.258775
14,0,0.05,10,8,24.5,160,0.058482
15,0,0.05,10,7,23.4,352,0.253212
16,0,0.14,10,6,23.4,1973,0.135203
17,0,0.04,10,7,22.7,485,0.607961
18,0,0.23,10,7,23.2,2000,0.107066
19,0,0.07,9,7,22.6,2000,0
20,0,0,10,5,22.3,2000,0
21,0,0,8,8,22.2,2000,0
22,0,0,10,0,22.1,2000,0
23,0,0,9,7,22,2000,0
0,0,0,8,2,21.9,2000,0
1,0,0,10,4,22.2,2000,0
2,0,0,9,1,22,2000,0
3,0,0,10,4,22,2000,0
4,0,0,10,5,21.9,2000,0
5,0,0,9,9,21.9,2000,0
6,0,0,10,3,22,2000,0.042916
7,0,0.05,10,3,22.4,2000,0.766995
8,0,0.3,10,10,23.9,2000,1.64085
9,0,0.52,10,10,24.7,2000,2.842299
10,0,0.71,10,3,26.3,2000,3.661527
11,0,1.08,10,10,28.2,2000,4.283599
12,0,1.4,10,10,29.8,1917,5.257621
13,0.2,1.54,10,4,31,1943,4.562046
14,0.2,1.59,9,3,32.3,1966,2.360244
15,0,0.85,10,3,29.6,1562,1.857798
16,0,0.56,10,4,28.6,1860,1.439659
17,0,0.5,10,5,28.2,1871,0.446414
18,0,0.16,10,5,26.8,2000,0.055529
19,0,0.03,10,2,26,2000,0
20,0,0,10,5,25.6,1912,0
21,0,0,10,7,25.6,1281,0
22,0,0,10,7,25.1,1313,0
23,0,0,10,7,24.9,1346,0
0,0,0,10,7,24.6,1967,0
1,0,0,10,4,24.4,1962,0
2,0,0,10,8,24.2,2000,0
3,0,0,10,7,23.8,2000,0
4,0,0,10,4,23.5,2000,0
5,0,0,10,10,23.2,2000,0
6,0,0,10,5,23.1,2000,0.020167
7,0,0.02,10,7,23.4,2000,0.528524
8,0,0.28,9,7,24.7,2000,0.676855
9,0,0.26,10,8,24.7,2000,0.835112
10,0,0.45,10,7,25.3,2000,1.175211
11,0,0.32,10,8,25.4,1994,2.03838
12,0,0.78,10,8,27.3,1966,0.763343
13,0,0.22,10,8,25.6,1944,0.408046
14,0,0.19,10,9,25.3,2000,0.446755
15,0,0.17,10,9,25.1,1966,0.661004
16,0,0.15,10,9,24.6,676,0.345813
17,0,0.1,10,7,24.1,1130,0.139495
18,0,0.01,10,8,23.5,869,0.00702
19,0,0,10,8,23.2,1855,0
20,0,0,10,7,22.8,1449,0
21,0,0,10,5,22.8,2000,0
22,0,0,10,4,22.8,1954,0
23,0,0,10,7,22.7,1963,0
0,0,0,10,7,22.7,1805,0
1,0,0,9,9,22.4,1971,0
2,0,0,7,7,22.6,1912,0
3,0,0,8,8,22.6,1383,0
4,0,0,8,8,22.3,1090,0
5,0,0,9,9,22.6,1045,0
6,0,0,10,8,22.4,862,0.081683
7,0,0.05,9,6,22.9,607,0.422016
8,0,0.2,9,8,23.8,642,1.258922
9,0,0.65,9,4,25.7,741,1.845168
10,0.6,1.62,8,5,29.9,1002,3.124841
11,0.7,1.83,9,6,29.2,1532,2.447037
12,0.1,1.28,10,6,29.5,1596,2.37862
13,0,0.83,10,8,28.6,1307,2.380061
14,0,0.89,10,7,29.4,1236,2.062471
15,0,0.86,10,6,28.6,1340,1.261513
16,0,0.51,9,9,27.7,795,0.767372
17,0,0.36,10,10,26.4,720,0.323673
18,0,0.18,9,0,25.5,751,0.073329
19,0,0.05,10,6,24.4,680,0
20,0,0,10,9,23.9,585,0
21,0,0,9,0,23.6,577,0
22,0,0,10,9,23.3,557,0
23,0,0,10,9,23.1,640,0
0,0,0,9,0,22.9,650,0
1,0,0,10,7,22.9,573,0
2,0,0,10,9,22.8,542,0
3,0,0,9,0,22.7,522,0
4,0,0,9,0,22.5,556,0
5,0,0,9,0,22.4,501,0
6,0,0,9,0,22.4,413,0.030321
7,0,0.04,10,10,22.8,385,0.355853
8,0,0.27,9,1,24.2,446,0.584162
9,0,0.29,9,3,25,445,1.052181
10,0,0.56,9,3,26.4,460,2.678182
11,0.4,1.18,9,5,28.3,533,3.820687
12,0.7,2.1,9,5,34.2,789,4.332339
13,0.6,1.97,9,4,31.8,1401,3.840719
14,0.2,1.55,9,4,31.5,1831,2.171156
15,0,0.76,10,6,28.8,1757,1.676242
16,0,0.56,9,9,27.8,1952,1.131382
17,0,0.49,9,7,27.2,1608,0.613508
18,0.1,0.24,9,7,26.1,1970,0.072603
19,0,0.03,9,6,24.9,1827,0
20,0,0,9,9,24.4,2000,0
21,0,0,9,9,24.2,2000,0
22,0,0,10,9,24,2000,0
23,0,0,10,3,24,1953,0
0,0,0,10,6,23.9,2000,0
1,0,0,10,8,23.7,2000,0
2,0,0,10,7,23.6,1293,0
3,0,0,10,7,23.3,521,0
4,0,0,10,7,23,222,0
5,0,0,10,7,22.7,285,0
6,0,0,10,8,22.5,368,0.00336
7,0,0.01,10,6,22.8,1113,0.108989
8,0,0.11,10,7,23.3,1709,0.959511
9,0,0.29,9,6,24.4,1993,1.50471
10,0,0.33,10,7,25,1868,4.015685
11,0.5,1.68,9,5,31.1,1977,4.476811
12,0.5,1.53,9,7,29.9,2000,1.750176
13,0,0.9,10,7,28,1262,0.86448
14,0,0.45,10,8,27.1,1377,0.753167
15,0,0.24,10,8,25.8,438,0.397813
16,0,0.1,10,8,25.7,1084,0.172673
17,0,0.07,10,8,24.8,156,0.013054
18,0,0.03,10,8,24.6,416,0
19,0,0,10,8,24.2,874,0
20,0,0,10,8,24.2,720,0
21,0,0,10,7,24.2,639,0
22,0,0,10,7,23.8,269,0
23,0,0,10,8,23.4,513,0
0,0,0,10,6,23.5,408,0
1,0,0,10,8,23.6,145,0
2,0,0,10,6,23.4,405,0
3,0,0,10,8,23,240,0
4,0,0,10,10,22.5,2000,0
5,0,0,10,10,22.3,1038,0
6,0,0,10,10,21.8,1591,0.015348
7,0,0.05,9,9,21.8,2000,0.327094
8,0,0.18,10,10,22.9,2000,1.797228
9,0.6,1.22,3,0,24,2000,4.146992
10,1,2.14,4,1,26.4,2000,5.040904
11,1,2.7,8,4,30.4,2000,4.640759
12,0.9,2.31,5,3,33.2,2000,5.832192
13,1,2.68,7,4,35.1,2000,4.882807
14,0.9,1.95,8,6,31.4,2000,2.613245
15,0,0.85,9,9,29.2,2000,3.006336
16,0.6,1.13,8,4,29,2000,2.230057
17,0.6,0.99,8,3,29.3,2000,1.345997
18,0.3,0.34,8,3,26,2000,0.024554
19,0,0.02,5,5,24.5,2000,0
20,0,0,8,8,23.6,2000,0
21,0,0,9,9,23.5,2000,0
22,0,0,10,10,22.9,2000,0
23,0,0,10,9,22.5,2000,0
0,0,0,9,9,22.3,1804,0
1,0,0,10,9,21.9,2000,0
2,0,0,10,1,21.5,2000,0
3,0,0,9,7,21.5,2000,0
4,0,0,9,3,21.2,2000,0
5,0,0,9,2,21.3,2000,0
6,0,0,9,7,21,2000,0.016975
7,0,0.02,10,7,21.2,2000,0.235396
8,0,0.17,10,3,21.8,2000,0.683969
9,0,0.29,10,3,22.2,2000,1.263301
10,0,0.6,10,4,23.6,2000,1.548887
11,0,0.81,10,6,24.7,2000,1.604396
12,0,0.53,10,7,23.7,2000,1.380249
13,0,0.37,10,5,23.4,2000,0.854151
14,0,0.4,10,6,23.5,2000,1.192731
15,0,0.5,10,3,23.6,2000,0.992664
16,0,0.26,10,7,22.7,2000,0.484048
17,0,0.11,10,7,22.1,2000,0.119531
18,0,0.03,10,7,21.4,931,0.0036
19,0,0,10,8,21,1872,0
20,0,0,10,7,20.7,1909,0
21,0,0,10,8,20.4,1574,0
22,0,0,10,7,20.2,1873,0
23,0,0,10,7,20.2,2000,0
0,0,0,10,5,20.1,1886,0
1,0,0,9,4,20.1,2000,0
2,0,0,7,7,19.8,2000,0
3,0,0,9,9,19.8,2000,0
4,0,0,9,9,19.6,2000,0
5,0,0,8,6,19.3,2000,0
6,0,0,9,9,19.5,2000,0.061681
7,0.2,0.06,8,8,19.4,2000,0.643847
8,0.6,0.67,2,2,19.9,2000,3.150977
9,1,1.55,0,0,21,2000,5.195168
10,1,2.12,0,0,24.2,2000,6.577013
11,1,2.63,0,0,29.1,2000,7.236145
12,1,2.9,2,0,32,2000,7.487037
13,1,2.71,3,0,33.8,1954,7.373594
14,1,2.77,1,0,35,2000,6.802655
15,1,2.41,0,0,34.9,2000,5.663415
16,1,1.87,2,0,33,1972,3.833275
17,1,1.19,0,0,28.6,2000,1.463228
18,1,0.46,2,0,25.5,2000,0.055185
19,0.1,0.01,5,0,23.5,2000,0
20,0,0,7,0,22.5,2000,0
21,0,0,4,0,22,2000,0
22,0,0,4,0,21.5,2000,0
23,0,0,8,3,21.3,2000,0
0,0,0,8,8,21.6,2000,0
1,0,0,2,2,21.8,2000,0
2,0,0,9,8,21.9,2000,0
3,0,0,9,9,21.9,2000,0
4,0,0,9,9,21.9,2000,0
5,0,0,10,2,21.8,2000,0
6,0,0,10,1,21.7,2000,0.005686
7,0,0.01,10,10,21.8,2000,0.219112
8,0,0.13,10,2,22.5,2000,0.614244
9,0,0.29,10,4,23.6,2000,1.081795
10,0,0.35,10,5,23.8,2000,2.065688
11,0.1,0.73,9,7,26.5,2000,1.740861
12,0.1,0.72,10,8,25.4,2000,1.204585
13,0,0.3,10,8,24.6,1752,0.920852
14,0,0.2,10,10,24.2,990,1.030163
15,0,0.2,10,10,24,416,0.629943
16,0,0.17,10,10,24.2,813,0.617402
17,0,0.14,10,8,23.9,741,0.243261
18,0,0.1,10,8,23.6,728,0.008661
19,0,0,9,9,23.1,613,0
20,0,0,6,6,22.9,641,0
21,0,0,7,4,22.1,518,0
22,0,0,5,2,21.6,415,0
23,0,0,4,2,20.7,372,0
0,0,0,4,4,20.3,341,0
1,0,0,9,3,21,345,0
2,0,0,7,7,21.4,424,0
3,0,0,9,9,21.6,705,0
4,0,0,7,7,20.8,570,0
5,0,0,3,3,20.4,570,0
6,0,0,4,2,19.4,882,0.086806
7,0.4,0.13,3,3,19.5,1072,1.041872
8,1,0.78,1,1,20.5,1709,3.125654
9,1,1.29,1,1,24.2,2000,4.752912
10,1,1.95,4,4,29.3,2000,5.862285
11,1,2.08,5,5,30,2000,6.336774
12,1,2.58,7,7,35.6,1989,5.829673
13,1,2.42,4,4,39.4,1969,6.163942
14,0.9,2.03,4,4,39.6,1998,5.831694
15,0.7,1.38,4,4,31.3,2000,4.366863
16,1,1.71,5,5,35.5,2000,3.547529
17,1,1.27,3,3,31.2,2000,1.353992
18,0.6,0.53,4,4,27.7,2000,0.060737
19,0,0.04,6,3,24.9,2000,0
20,0,0,7,3,24.1,2000,0
21,0,0,8,8,23.5,2000,0
22,0,0,7,2,22.2,2000,0
23,0,0,6,0,21.6,2000,0
0,0,0,7,4,21.2,2000,0
1,0,0,10,3,21.3,2000,0
2,0,0,10,4,20.9,2000,0
3,0,0,8,8,20.4,2000,0
4,0,0,9,9,20.8,2000,0
5,0,0,9,9,20.6,2000,0
6,0,0,8,8,20.6,2000,0.054356
7,0,0.05,9,9,20.9,2000,0.733234
8,0.1,0.37,9,9,22.7,2000,2.056649
9,0.2,0.77,8,6,24.6,2000,3.727013
10,0.8,1.78,6,2,31,2000,5.745822
11,1,2.45,3,0,35.8,1961,7.221645
12,1,2.91,2,0,41,2000,7.548592
13,1,2.92,1,0,43.3,1703,7.339564
14,1,2.76,0,0,44,2000,6.762234
15,1,2.39,0,0,43,2000,5.621469
16,1,1.83,0,0,39.8,2000,3.780583
17,1,1.14,0,0,33.9,2000,1.505994
18,1,0.49,0,0,27,2000,0.115768
19,0.3,0.05,1,0,24.2,2000,0
20,0,0,2,0,22.5,2000,0
21,0,0,1,0,21.4,2000,0
22,0,0,0,0,20.5,2000,0
23,0,0,0,0,19.5,2000,0
0,0,0,2,0,19,2000,0
1,0,0,6,0,18.2,2000,0
2,0,0,6,0,17.8,2000,0
3,0,0,6,0,17.7,2000,0
4,0,0,1,0,16.9,2000,0
5,0,0,0,0,16.5,2000,0
6,0,0,0,0,16.2,2000,0.068387
7,0.5,0.14,0,0,16.3,2000,1.119017
8,1,0.81,0,0,17,1967,3.287401
9,1,1.58,2,0,22.2,1967,5.210367
10,1,2.03,8,0,29.1,2000,6.3626
