시간,일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),지면온도(°C),시정(10m),전력거래량
2,0,0,7.3333,0,20.9,2000,0
3,0,0,7,5,20.9,2000,0
4,0,0,8,4,21.1,2000,0
5,0,0,8,6,21,2000,0.00022
6,0,0.01,8,3,21.1,2000,0.317243
7,0,0.21,9,3,22.6,2000,0.974544
8,0.1,0.58,8,4,24.8,2000,1.748849
9,0.2,0.8,9,9,25.7,2000,2.450262
10,0,0.89,9,9,27.5,2000,3.567486
11,0,1.08,9,9,29.1,2000,5.804057
12,0,2.32,8,8,36.6,2000,5.216712
13,0.2,2.23,9,9,36.1,2000,4.694024
14,0.7,2.51,9,9,40.6,2000,4.925752
15,0.8,1.95,9,9,37.5,2000,4.23329
16,0.2,1.24,9,4,33.8,2000,3.476227
17,0,1.02,8,8,32.7,2000,1.718333
18,0,0.57,9,6,29.9,2000,0.681165
19,0.4,0.37,9,4,27.2,2000,0.145255
20,0,0.05,9,6.5,25,2000,0
21,0,0,9,9,23.7,2000,0
22,0,0,9,9,22.9,2000,0
23,0,0,9,3,22.3,2000,0
0,0,0,9,9,21.9,2000,0
1,0,0,9,10,21.6,2000,0
2,0,0,9,9.5,21.1,2000,0
3,0,0,9,9,20.7,2000,0
4,0,0,9,9,20.6,2000,0
5,0,0,8,8,20.2,2000,0.032694
6,0,0.03,2,2,19.4,2000,0.479213
7,0.5,0.42,1,1,19.5,2000,1.958262
8,1,1.2,0,0,22.6,1998,4.194336
9,1,1.87,0,0,29.3,2000,6.144299
10,1,2.48,0,0,35.7,2000,7.452986
11,0,2.95,1,0,41,1986,8.218607
12,0,3.26,2,0,45.4,2000,8.5286
13,1,3.41,4,0,48.9,2000,8.28336
14,1,3.33,6,0,50.2,1941,7.235308
15,1,2.98,7,0,49.6,2000,5.817654
16,1,2.2,7,0,46.8,1998,4.543749
17,1,1.89,8,2,41.9,2000,2.680413
18,1,0.91,8,1,33.2,2000,0.933714
19,0.1,0.32,5.6667,0,29.3,2000,0.217417
20,0,0.07,3.3333,0,25.8,2000,0.01528
21,0,0,1,0,23.9,2000,0
22,0,0,0.6667,0,22.7,2000,0
23,0,0,0.3333,0,21.7,2000,0
0,0,0,0,0,20.7,2000,0
1,0,0,0.3333,0,20.1,2000,0
2,0,0,0.6667,0,19.6,2000,0
3,0,0,1,0,19,2000,0
4,0,0,0,0,18.5,2000,0
5,0,0,4,0,18.3,2000,0.048497
6,0,0.04,6,0,18.6,2000,0.474497
7,0.5,0.42,7,0,19.8,2000,1.749453
8,0.7,0.8,7,1,22.1,1952,3.617015
9,1,1.65,8,0,27.5,1973,5.443869
10,1,2.33,8,0,33.8,1940,6.507517
11,1,2.59,7,2,40,2000,7.693708
12,1,2.93,7,0,45.7,1943,8.44078
13,1,3.33,6,0,49.5,2000,8.3174
14,1,3.24,6,0,50.1,1941,6.887797
15,1,2.58,8,0,47.4,2000,5.367528
16,1,2.16,9,0,44.1,2000,3.27299
17,0.3,1.17,9,0,36.8,2000,1.654264
18,0,0.53,9,1,31.8,2000,0.694482
19,0,0.18,8.6667,6,28.9,2000,0.154519
20,0,0.03,8.3333,4,26.5,2000,0.01992
21,0,0,8,0,25.1,2000,0
22,0,0,8.3333,4,24.7,2000,0
23,0,0,8.6667,4,24.1,2000,0
0,0,0,9,3,23.9,2000,0
1,0,0,9,1,23.3,2000,0
2,0,0,9,2.5,22.7,2000,0
3,0,0,9,4,22.2,2000,0
4,0,0,8,8,21.4,2000,0
5,0,0,9,9,21.3,2000,0.021178
6,0,0.03,10,6,21.9,2000,0.162368
7,0,0.1,10,6,22.1,2000,0.727994
8,0,0.3,10,5,22.3,2000,1.258106
9,0,0.52,10,4,23.8,1982,1.267829
10,0,0.4,10,4,22.5,1957,0.923155
11,0,0.29,10,4,22.1,2000,0.815969
12,0,0.32,10,6,22.7,1244,1.045608
13,0,0.31,10,5,22.3,771,0.74569
14,0,0.27,10,4,22.3,1854,0.797619
15,0,0.34,10,5,22.9,1356,0.995257
16,0,0.42,10,6,22.8,1637,0.992125
17,0,0.32,10,4,22.4,1684,0.58454
18,0,0.22,10,6,21.7,1832,0.273032
19,0,0.14,10,8,21.5,1769,0.032051
20,0,0.02,10,5,20.9,1372,0
21,0,0,10,7,20.8,1007,0
22,0,0,10,6,20.8,1641,0
23,0,0,10,7,20.8,1137,0
0,0,0,10,9,20.7,183,0
1,0,0,10,9,20.6,193,0
2,0,0,10,8,20.7,596,0
3,0,0,10,5,20.8,1986,0
4,0,0,10,3,20.8,1989,0
5,0,0,10,4,20.8,2000,0.007322
6,0,0.02,9,6,21,2000,0.228318
7,0,0.14,10,8,21.9,2000,0.638505
8,0,0.31,10,7,23,2000,1.048478
9,0,0.42,9,5,23.7,2000,1.292815
10,0,0.38,10,7,23.8,1996,1.404156
11,0,0.47,10,8,24.7,1991,1.814821
12,0,0.72,10,7,26.6,2000,2.858959
13,0,1.06,10,7,27.9,1951,2.053174
14,0,0.75,10,8,27.4,1957,1.951777
15,0,0.48,10,8,27,1875,1.653611
16,0,0.52,10,4,27.3,1580,1.075236
17,0,0.36,10,4,26.4,1400,0.490033
18,0,0.21,10,8,25.7,1408,0.189792
19,0,0.08,10,8,24.9,1011,0.000746
20,0,0,10,6,24.3,745,0
21,0,0,10,7,24,870,0
22,0,0,10,3,23.8,796,0
23,0,0,10,6,23.8,658,0
0,0,0,10,6,23.7,308,0
1,0,0,10,6,23.6,443,0
2,0,0,10,6,23.6,476,0
3,0,0,10,8,23.7,263,0
4,0,0,10,8,23.7,317,0
5,0,0,10,8,23.8,229,0.00056
6,0,0,10,9,23.8,290,0.047857
7,0,0.07,10,8,24.2,180,0.418214
8,0,0.26,10,8,25.5,490,0.970322
9,0,0.41,10,6,27,450,1.790344
10,0,0.63,10,6,28.7,749,2.805574
11,0,0.93,10,6,29.7,1093,3.138679
12,0,0.87,10,7,29.4,1326,2.886035
13,0,1.02,10,8,29.8,1546,3.749206
14,0,1.13,9,6,31.8,1725,4.302996
15,0.1,1.29,9,7,31.4,1525,2.652164
16,0,0.73,10,7,29,1586,1.988357
17,0,0.71,9,5,28.9,1666,1.334917
18,0,0.52,10,7,27.7,1564,0.38347
19,0,0.13,9.6667,8,26.6,1745,0.06775
20,0,0.04,9.3333,9,25.6,1727,0
21,0,0,9,8,25.4,1606,0
22,0,0,9,6,25.1,1578,0
23,0,0,9,8,25.1,1541,0
0,0,0,9,6,24.9,1590,0
1,0,0,9,7,24.8,1485,0
2,0,0,9,9,24.8,1361,0
3,0,0,9,7,24.7,1294,0
4,0,0,10,8,24.8,1081,0
5,0,0,9,9,24.6,872,0.005246
6,0,0.01,8,8,24.6,852,0.53042
7,0,0.26,9,9,25.9,834,0.951245
8,0,0.48,10,7,27.2,973,1.445183
9,0,0.57,10,7,28,815,2.940263
10,0.1,0.89,9,9,30.5,802,3.146381
11,0.4,1.11,10,6,29.8,1164,3.20256
12,0.2,0.97,10,7,30.6,1083,4.192661
13,0.1,1,9,9,30,1258,5.651276
14,0.2,1,9,9,30.1,1517,4.339993
15,0,1,9,9,30.4,1437,3.461421
16,0.1,1.06,9,9,30.7,1559,2.994773
17,0,0.75,9,9,29.3,1643,1.667819
18,0,0.46,9,9,28,1897,0.977803
19,0,0.27,7.3333,7,27,1899,0.269121
20,0,0.09,5.6667,8,25.7,1806,0
21,0,0,4,4,24.7,1910,0
22,0,0,3,2,24,1827,0
23,0,0,2,0,23.6,1906,0
0,0,0,1,0,23.1,1800,0
1,0,0,3,2,23,1555,0
2,0,0,5,4.5,23.9,1469,0
3,0,0,7,7,23.5,1079,0
4,0,0,9,9,23.7,1103,0
5,0,0,9,9,23.8,1303,8.00E-05
6,0,0,9,9,23.9,1426,0.177154
7,0,0.13,9,9,24.9,1350,0.885329
8,0,0.37,9,9,26.6,1402,2.187318
9,0.6,1.01,8,8,30,1147,3.158995
10,0.6,1.28,9,9,30.5,1335,3.211907
11,0.2,1.07,9,9,30,1719,3.640092
12,0.1,1.35,9,9,32.3,1546,3.9234
13,0.3,1.55,9,9,33.4,1934,4.661539
14,0.7,1.79,8,8,34.3,1941,5.662097
15,0.7,1.91,8,8,37.1,1806,4.801917
16,0.8,1.46,8,8,32.4,1698,3.678182
17,0.7,1.36,7,7,31.7,1923,2.660786
18,1,1.43,7,7,30.7,1793,1.121577
19,1,0.81,5,8,28.4,1749,0.124938
20,0.3,0.08,3,2,26,1888,0
21,0,0,1,1,25,1870,0
22,0,0,1.3333,0,24.4,1725,0
23,0,0,1.6667,0,23.9,1646,0
0,0,0,2,2,23.5,1519,0
1,0,0,4.3333,1,23.3,1663,0
2,0,0,6.6667,9,23.9,1594,0
3,0,0,9,9,24,1835,0
4,0,0,9,9,24.1,1336,0
5,0,0,10,10,24,1170,0.007085
6,0,0.02,9,9,24.1,1119,0.471177
7,0,0.24,7,7,25.3,1289,1.86306
8,0.7,0.87,8,8,27,1254,2.37959
9,0.7,1.15,8,8,31.4,1393,3.161723
10,0.6,1.29,8,8,31.5,1490,5.468635
11,0.9,2.22,7,7,36.5,1642,6.365126
12,1,2.64,7,7,39.1,1359,5.435982
13,1,2.67,7,7,39,1534,6.32403
14,0.9,2.05,6,6,41.3,1612,6.326214
15,1,2.34,5,5,40,1929,5.702265
16,1,2.16,4,4,41.6,1895,4.730154
17,1,2.02,2,2,41.4,1974,2.866303
18,1,1.05,2,2,34.2,1897,1.110142
19,1,0.69,1.3333,3,31.3,1972,0.115708
20,0.5,0.1,0.6667,0,28.4,1988,0
21,0,0,0,0,26.8,2000,0
22,0,0,0,0,25.9,1994,0
23,0,0,0,0,25.2,1527,0
0,0,0,0,0,24.6,1674,0
1,0,0,0,0,24.1,1576,0
2,0,0,0,0,23.6,1379,0
3,0,0,0,0,23.2,1354,0
4,0,0,2,2,22.9,1358,0
5,0,0,7,7,23.7,1345,0.008786
6,0,0.02,8,8,24.4,1534,0.39594
7,0,0.18,9,9,25.6,1551,1.533588
8,0.6,0.77,8,8,27.4,1560,3.037154
9,0.6,0.97,9,9,29.4,1518,3.254625
10,0.7,1.83,8,8,37.5,1319,5.151147
11,0.7,1.53,6,6,35.1,1332,6.720223
12,0.9,2.15,2,2,42.9,1491,7.697622
13,1,3.28,1,1,48.5,1695,6.747129
14,1,3.13,2,2,49.2,1735,7.062554
15,1,2.81,2,2,49.8,1631,6.478679
16,1,2.28,1,1,47.2,1803,4.94483
17,1,1.96,0,0,44.4,1872,2.820226
18,1,1.28,0,0,36.2,1769,1.072318
19,1,0.63,0,0,32.4,1852,0.192122
20,0.5,0.09,0,0,29.5,1932,0.01864
21,0,0,0,0,27.8,1840,0
22,0,0,0,0,26.7,1778,0
23,0,0,0,0,26,1609,0
0,0,0,0,0,25.3,1650,0
1,0,0,0,0,24.6,1520,0
2,0,0,0,0,24.2,1340,0
3,0,0,0,0,23.7,1507,0
4,0,0,0,0,23.3,1373,0
5,0,0,0,0,23,1496,0.015899
6,0,0.02,0,0,23,1569,0.461743
7,0.5,0.36,0,0,23.7,1901,1.778928
8,1,1.09,0,0,26,1559,3.815106
9,1,1.35,0,0,30.3,1682,5.588581
10,1,2.34,0,0,37.1,1737,6.621538
11,1,2.83,1,1,43.7,1498,7.138062
12,1,3.09,1,1,48.3,1844,7.737202
13,1,3.09,3,3,51.1,1100,7.371135
14,1,3.23,3,2,53.1,1843,6.906151
15,1,2.95,2,1,52.1,1928,6.347775
16,1,2.51,1,1,49.4,1914,4.920784
17,1,1.89,1,1,45.2,1926,2.901841
18,1,1.26,0,0,36.7,1961,1.086931
19,1,0.57,0,0,32.6,1990,0.206511
20,0.4,0.09,0,0,29.3,2000,0.01888
21,0,0,0,0,27.6,2000,0
22,0,0,0,0,26.6,2000,0
23,0,0,0,0,25.8,1996,0
0,0,0,0,0,25.2,2000,0
1,0,0,0,0,24.6,2000,0
2,0,0,0,0,24.2,2000,0
3,0,0,0,0,23.7,1988,0
4,0,0,0,0,23.3,1112,0
5,0,0,0,0,23,1646,0.018362
6,0,0.02,0,0,23.2,1271,0.464163
7,0.5,0.35,0,0,24.2,841,1.75389
8,1,1.06,1,1,28.1,969,3.802526
9,1,1.59,1,1,34.2,1252,5.419263
10,1,2.36,1,1,40.7,1404,6.695938
11,1,2.74,4,4,47.1,1359,6.779962
12,1,2.52,6,6,45.2,940,7.492623
13,1,2.63,4,4,48.8,1162,6.868353
14,1,2.93,3,3,51.3,1429,6.215531
15,1,3.01,2,2,52,1465,5.308004
16,1,2.55,1,1,49.7,1402,4.607477
17,1,1.93,1,1,45.8,1438,2.84397
18,1,1.2,1,1,36.6,1550,1.07341
19,1,0.58,0.6667,0,32.5,1529,0.200226
20,0.5,0.1,0.3333,0,29.1,1567,0.01864
21,0,0,0,0,27.4,1194,0
22,0,0,0,0,26.4,1110,0
23,0,0,0,0,25.7,936,0
0,0,0,0,0,24.8,850,0
1,0,0,0,0,24.3,805,0
2,0,0,0,0,23.6,791,0
3,0,0,0,0,23.2,694,0
4,0,0,0,0,22.8,621,0
5,0,0,0,0,22.5,780,0.018621
6,0,0.03,1,0,22.8,713,0.503023
7,0.5,0.35,0,0,24,656,1.791451
8,1,0.93,1,1,27.3,760,3.826922
9,1,1.18,2,2,33.8,948,5.486379
10,1,2.04,3,3,37.9,941,6.711176
11,1,2.77,3,3,46.4,1143,7.439703
12,1,2.96,2,2,50.4,1101,7.083707
13,1,2.96,3,3,50.4,776,7.666589
14,1,2.62,3,3,50.7,765,7.242885
15,1,2.9,1,1,52.8,1248,6.372968
16,1,2.52,0,0,50.7,1712,4.86402
17,1,1.95,0,0,46,1560,2.927064
18,1,1.25,0,0,36.6,1374,1.045083
19,1,0.59,0,0,31.8,1531,0.194004
20,0.5,0.09,0,0,28.7,1209,0.01888
21,0,0,0,0,27.1,1140,0
22,0,0,0,0,26,1005,0
23,0,0,0,0,25,959,0
0,0,0,0,0,24.3,984,0
1,0,0,0,0,23.8,924,0
2,0,0,0,0,23.5,888,0
3,0,0,0,0,23.2,678,0
4,0,0,0,0,22.8,582,0
5,0,0,0,0,22.2,604,0.011131
6,0,0.02,0,0,22.2,875,0.514275
7,0.5,0.36,0,0,23.4,856,1.799181
8,1,1.1,0,0,27.8,833,3.786508
9,1,1.76,0,0,35,1043,5.651973
10,1,2.38,1,1,42.3,1153,6.899289
11,1,2.92,0,0,48.6,1705,7.597029
12,1,3.23,0,0,53.1,1868,7.923931
13,1,3.36,1,1,55.7,1641,7.829403
14,1,3.26,0,0,56.8,1785,7.21194
15,1,3.04,0,0,55.9,1924,5.95445
16,1,2.55,0,0,52.7,1890,4.795635
17,1,1.95,1,1,48.3,1891,2.850318
18,1,1.23,1,1,38.4,1566,1.062883
19,1,0.56,0.6667,0,33.4,1556,0.20395
20,0.4,0.08,0.3333,0,29.8,1931,0.01888
21,0,0,0,0,28.1,1619,0
22,0,0,0,0,27.1,1542,0
23,0,0,0,0,26.3,1601,0
0,0,0,0,0,25.4,1465,0
1,0,0,0,0,24.9,1409,0
2,0,0,0,0,24.2,1293,0
3,0,0,0,0,23.8,1174,0
4,0,0,0,0,23.3,1253,0
5,0,0,0,0,23.2,1207,0.015497
6,0,0.02,0,0,23.3,1157,0.482131
7,0.5,0.34,0,0,25.2,1056,1.708194
8,1,1.01,0,0,28.9,1062,3.601252
9,1,1.69,0,0,36,806,5.366771
10,1,2.32,0,0,43.1,973,6.043028
11,1,2.84,1,1,49.4,990,7.146277
12,1,3.21,2,2,53.4,800,7.185217
13,1,2.5,2,2,48.8,708,7.491444
14,1,2.67,1,1,53.3,685,7.000226
15,1,2.88,1,1,54.8,1110,6.093834
16,1,2.47,1,0,52.6,1466,4.734721
17,1,1.87,0,0,48.3,1704,2.877539
18,1,1.25,0,0,38.2,1969,1.025688
19,1,0.59,0,0,33.1,1985,0.174577
20,0.4,0.07,0,0,29.7,2000,0.018
21,0,0,0,0,28,2000,0
22,0,0,0,0,26.9,1988,0
23,0,0,0,0,26.2,1811,0
0,0,0,0,0,25.3,1834,0
1,0,0,0,0,24.8,1833,0
2,0,0,0,0,24.1,1766,0
3,0,0,0,0,23.5,1683,0
4,0,0,0,0,23.5,1203,0
5,0,0,0,0,23,1474,0.010889
6,0,0.02,0,0,23.1,1473,0.460975
7,0.5,0.34,0,0,24.6,1226,1.688128
8,1,1.03,0,0,28.9,1043,3.641099
9,1,1.71,0,0,36.4,977,5.408169
10,1,2.32,0,0,43.7,847,6.68066
11,1,2.72,0,0,49.6,1020,7.421355
12,1,3.14,0,0,55.1,1528,7.655919
13,1,3.21,2,0,57.9,1636,7.450623
14,1,3.17,0,0,58.9,1493,6.952531
15,1,2.71,2,0,56.4,1355,5.915517
16,1,2.41,0,0,54.3,1756,4.570735
17,1,1.91,0,0,49.6,1972,2.882904
18,1,1.26,0,0,39.3,1953,1.023949
19,1,0.59,0,0,34.1,2000,0.164705
20,0.4,0.08,0,0,30.4,2000,0.01856
21,0,0,0,0,28.2,2000,0
22,0,0,0,0,27,2000,0
23,0,0,0,0,26.2,2000,0
0,0,0,0,0,25.1,2000,0
1,0,0,0,0,24.6,2000,0
2,0,0,0,0,24,2000,0
3,0,0,0,0,23.8,2000,0
4,0,0,0,0,23.4,2000,0
5,0,0,0,0,23.2,2000,0.011698
6,0,0.02,0,0,23.5,1979,0.41201
7,0.5,0.34,0,0,24.9,1773,1.685966
8,1,1.06,0,0,29.4,1835,3.616966
9,1,1.71,0,0,37.6,1907,5.429856
10,1,2.29,1,0,45.4,1881,6.550125
11,1,2.74,1,0,51.5,1928,7.235298
12,1,3.05,1,0,56.6,1803,7.485318
13,1,3.24,3,0,60,1911,6.99795
14,1,3.05,6,0,58.5,1860,5.958251
15,1,2.32,6,0,56.9,1816,5.849974
16,1,2.46,2,0,56,1929,4.243995
17,1,1.82,3,0,50.8,1837,2.212981
18,1,0.89,5,0,41.1,1860,0.867736
19,0.6,0.42,5.6667,0,36.4,1762,0.241585
20,0.1,0.1,6.3333,0,33,1706,0.01768
21,0,0,7,0,30.9,1784,0
22,0,0,7.6667,2,30.1,1742,0
23,0,0,8.3333,7,29.2,1670,0
0,0,0,9,6,29,1631,0
1,0,0,8.6667,7,28.7,1774,0
2,0,0,8.3333,1,28.3,1682,0
3,0,0,8,2,28.1,1970,0
4,0,0,8,4,28,1498,0
5,0,0,8,6,27.7,2000,0.004472
6,0,0.01,9,6,27.5,2000,0.411042
7,0,0.23,9,2,29.4,2000,1.218281
8,0,0.54,9,5,32.4,2000,1.933102
9,0.2,1.14,8,8,38.2,1945,2.8043
10,0.6,1.71,7,3,43.9,1900,5.772784
11,1,2.53,4,2,48.8,1908,6.884753
12,1,2.94,8,2,55.1,1862,5.671031
13,0.5,1.57,8,3,45.9,1887,6.276481
14,0.6,1.64,8,6,48.3,1967,6.001295
15,0.9,2.48,8,4,51.4,1861,4.635596
16,0.8,1.32,8,4,46.2,1839,4.247532
17,0.8,1.37,7,3,46,1866,2.339545
18,0.9,0.94,6,3,39.6,1886,0.735445
19,0.7,0.45,7,2,35,1962,0.120577
20,0,0.07,8,3,31.7,2000,0
21,0,0,9,4,30.6,2000,0
22,0,0,8.3333,1,29.4,2000,0
23,0,0,7.6667,0,28.6,2000,0
0,0,0,7,0,27.8,2000,0
1,0,0,5.6667,0,27.1,2000,0
2,0,0,4.3333,0,26.4,2000,0
3,0,0,3,0,25.7,1999,0
4,0,0,3,0,25.5,1982,0
5,0,0,2,0,25.1,1976,0.007816
6,0,0.02,2,0,25.4,1920,0.358745
7,0.4,0.32,1,0,26.5,1781,1.577753
8,1,1.03,1,0,30.7,1727,3.619761
9,1,1.69,1,0,38.8,1706,5.358688
10,0.8,1.45,5,5,40.5,1631,5.700977
11,0.9,2.15,7,7,48.1,1387,5.389521
12,0.7,1.89,8,8,44.3,1901,5.128109
13,1,2.86,6,6,57.1,1655,5.983304
14,0.9,2.4,7,7,49.3,1264,5.094643
15,0.7,1.51,5,5,49.1,1029,3.177258
16,0.3,0.76,8,8,41.6,1221,2.829442
17,0.8,0.98,6,6,42.1,1235,2.023892
18,0.9,0.86,8,8,39.3,1296,0.727896
19,0.8,0.44,5.3333,3,34.8,1670,0.126856
20,0,0.06,2.6667,0,31.3,1542,0
21,0,0,0,0,29.7,1642,0
22,0,0,2.6667,7,29,1511,0
23,0,0,5.3333,9,28.5,1854,0
0,0,0,8,8,28.3,2000,0
1,0,0,8.3333,5,28.3,2000,0
2,0,0,8.6667,5,28.4,2000,0
3,0,0,9,9,28.5,1871,0
4,0,0,9,9,28.3,1549,0
5,0,0,9,9,27.9,1378,0.00064
6,0,0.01,9,9,27.9,1092,0.253803
7,0,0.1,9,9,28.7,1200,0.991573
8,0.3,0.52,9,9,32.1,1470,2.675073
9,0.3,0.91,9,9,35.5,1308,3.784883
10,0.6,1.5,8,8,40.8,1521,3.739204
11,0.2,1.13,9,9,38.5,1323,3.647849
12,0.2,1.02,9,9,39.2,1331,5.207503
13,0.4,1.74,9,9,45.3,1504,3.931339
14,0.6,1.73,9,9,44.6,1357,3.790488
15,0.4,1.72,7,7,51.2,1705,4.4924
16,1,2.23,5,5,51.2,1304,3.724163
17,0.5,1.03,5,5,41.7,1428,1.934737
18,0.3,0.44,6,6,35.8,1553,0.836677
19,0.3,0.23,4,6,33.4,1492,0.074982
20,0.1,0.05,2,1,30.8,1470,0
21,0,0,0,0,29.2,1342,0
22,0,0,0.3333,0,28.1,1231,0
23,0,0,0.6667,0,27.3,1346,0
0,0,0,1,0,26.7,1341,0
1,0,0,3.3333,4,26.4,1261,0
2,0,0,5.6667,8,27.1,1289,0
3,0,0,8,8,27.2,1376,0
4,0,0,8,8,26.5,1360,0
5,0,0,9,9,26,1301,0.00194
6,0,0,9,9,26.8,1113,0.351964
7,0,0.1,9,9,28.3,1103,1.261902
8,0,0.34,9,9,30.8,1165,2.920821
9,0,0.67,9,9,33.9,853,3.545783
10,0,0.54,9,9,33.7,946,3.964794
11,0,0.87,9,9,35.7,1003,3.598591
12,0.6,1.94,8,8,46.6,1075,4.171822
13,0.2,1.41,8,8,45.5,896,4.976753
14,0.4,1.33,8,8,42.7,879,4.001952
15,0.1,0.87,9,9,40.2,882,3.836051
16,0.6,1.55,8,8,45.2,989,3.047141
17,0.8,1.14,7,7,42.8,1038,1.854947
18,1,0.99,3,3,38.5,1069,0.779966
19,0.7,0.41,2,2,34.1,1037,0.079497
20,0,0.05,1,1,30.9,1162,0
21,0,0,0,0,29.3,1056,0
22,0,0,0,0,28.5,1011,0
23,0,0,0,0,27.8,971,0
0,0,0,0,0,27.2,990,0
1,0,0,0.6667,0,26.7,1072,0
2,0,0,1.3333,0,26.4,1049,0
3,0,0,2,0,26.3,929,0
4,0,0,8,8,26.4,671,0
5,0,0,7,7,25.9,657,0.004346
6,0,0.02,4,4,25.9,702,0.392018
7,0,0.27,0,0,27.7,783,1.484259
8,0.6,0.59,1,1,30,725,3.251654
9,0.7,1.12,2,2,36,769,4.481838
10,0.9,1.71,4,4,42,901,5.192292
11,1,2.57,4,4,49,1034,5.441543
12,0.9,2.5,3,3,52.9,990,5.599044
13,1,2.89,4,4,56,880,5.025627
14,0.4,1.13,5,5,43.5,667,4.635811
15,0.9,2.15,6,6,52.3,822,4.106706
16,0.8,1.56,5,5,49.2,835,3.028215
17,1,1.49,3,3,46.7,1095,1.990992
18,1,0.87,1,1,40.4,1082,0.931293
19,0.1,0.38,0.6667,0,35.3,1286,0.142458
20,0,0.04,0.3333,0,31.7,1310,0
21,0,0,0,0,30.2,1289,0
22,0,0,0,0,29.3,1201,0
23,0,0,0,0,28.8,1159,0
0,0,0,0,0,28.4,1072,0
1,0,0,0,8,28.1,975,0
2,0,0,0,0,27.6,925,0
3,0,0,0,0,27.2,911,0
4,0,0,0,0,26.9,814,0
5,0,0,0,0,26.6,754,0.0024
6,0,0.01,0,0,26.8,647,0.255741
7,0,0.16,6,6,28.7,748,1.400436
8,0.2,0.66,6,6,32.5,749,2.929074
9,0.5,0.95,8,8,35.4,716,4.368023
10,0.6,1.19,4,4,40.2,966,6.067915
11,0.5,1.3,7,7,40.8,881,6.375227
12,0.5,1.35,8,8,42.9,820,7.022236
13,0.5,1.33,8,8,44.3,933,5.829361
14,0.6,1.75,10,8,42.3,960,0.610716
15,0,0.26,10,8,39,1592,0.399194
16,0,0.14,9,7,35.7,1022,0.338166
17,0,0.11,9,4,32.4,1099,0.562354
18,0,0.22,9,4,29.1,989,0.424558
19,0,0.15,9,3,28.6,988,0.010751
20,0,0.01,8,6,28.1,1000,0
21,0,0,7,7,27.7,1362,0
22,0,0,5.3333,4,27,1652,0
23,0,0,3.6667,0,26.4,1807,0
0,0,0,2,0,25.8,1945,0
1,0,0,1.3333,0,25.4,1799,0
2,0,0,0.6667,0,25.1,1832,0
3,0,0,0,0,24.8,1893,0
4,0,0,0,0,24.6,1816,0
5,0,0,0,0,24.3,1871,0.003466
6,0,0.01,0,0,24.3,1813,0.331477
7,0.4,0.29,0,0,24.9,1960,1.566083
8,1,1,0,0,27.3,1867,3.646164
9,1,1.68,0,0,31.9,1831,5.505151
10,1,2.33,2,2,35.6,1952,6.434458
11,1,2.6,3,3,35.6,1965,7.009938
12,0.9,1.92,5,5,34.6,1962,7.75262
13,1,2.33,5,5,37.7,1970,6.72859
14,0.9,2.48,6,6,41.2,2000,6.521314
15,1,1.98,5,5,43.2,1949,5.555169
16,0.9,1.97,1,1,43.3,2000,4.872788
17,1,1.87,1,1,43.1,2000,2.886425
18,1,1.21,1,1,37.1,2000,1.063767
19,1,0.58,2.6667,2,33.5,2000,0.227757
20,0.2,0.08,4.3333,8,30.6,2000,0.018
21,0,0,6,6,29,2000,0
22,0,0,4.6667,9,28.2,2000,0
23,0,0,3.3333,7,27.5,2000,0
0,0,0,2,0,26.6,2000,0
1,0,0,1.3333,0,26,2000,0
2,0,0,0.6667,0,25.5,2000,0
3,0,0,0,0,24.9,2000,0
4,0,0,0,0,24.4,2000,0
5,0,0,0,0,24.2,2000,0.00048
6,0,0.01,0,0,24.1,2000,0.246989
7,0.4,0.28,1,1,24.7,2000,1.587848
8,1,1.08,0,0,27.6,2000,3.759021
9,1,1.74,0,0,35,2000,5.664571
10,1,2.34,1,1,41.2,1992,6.830204
11,1,2.16,6,6,45.4,1968,5.970271
12,0.9,1.89,6,6,42,2000,6.124562
13,0.8,2.05,8,8,49,2000,6.954077
14,0.9,2.01,7,7,47.1,2000,6.338537
15,0.8,1.61,6,6,44.9,2000,5.842427
16,0.9,1.79,6,6,48.3,2000,4.691879
17,0.5,1.1,6,6,39,2000,2.683158
18,1,1.17,5,5,39.5,2000,0.865324
19,0.8,0.42,6,2,34.8,2000,0.133458
20,0,0.03,7,3,31.8,2000,0.00032
21,0,0,8,8,31.3,2000,0
22,0,0,5.3333,5,30,2000,0
23,0,0,2.6667,2,29.3,2000,0
0,0,0,0,0,28.3,2000,0
1,0,0,0.6667,0,27.7,2000,0
2,0,0,1.3333,1,27.2,2000,0
3,0,0,2,2,26.9,2000,0
4,0,0,1,1,26.3,2000,0
5,0,0,1,1,25.8,2000,0.004972
6,0,0.01,2,2,25.8,2000,0.329827
7,0.4,0.28,2,2,26.4,1983,1.479255
8,1,1.02,2,2,29.7,2000,3.647785
9,1,1.62,1,1,37.5,2000,5.547458
10,1,2.31,0,0,44.9,2000,6.679452
11,1,2.8,1,1,51.2,1947,7.267972
12,1,2.86,4,4,55.6,2000,7.734328
13,1,3.12,5,5,53.7,2000,7.650932
14,1,2.46,5,5,57.9,1967,7.270185
15,1,2.81,6,6,59.7,1965,6.180433
16,1,2.07,6,6,50.4,2000,4.784946
17,1,2.03,6,6,52.7,1989,2.6963
18,0.7,0.65,7,7,41.1,2000,0.885066
19,0.9,0.42,4.6667,2,36.1,2000,0.137002
